,User Name,Followers,Tweet,Polarity
1827,OTV,533594,covid19 spike 850 additional beds for covid care in bhubaneswar,0.0
1828,Amesh Adalja,31461,in this teghan simonton triblive piece i m quoted about how when interpreting covid19 hospitalization numbers,0.0
1829,Placer County,6290,here s placer county public health s weekly covid 19 update this week we answer questions,0.0
1830,Eric Feigl-Ding,243348,a reminder about droplets and microdroplets 6 feet rule is not enough indoors with now established aerosol based t,0.0
1831,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
1832,National Herald,99381,the informationandbroadcasting ministry has recommended to the union homeministry that cinema halls all over the,0.0
1833,CGTN,13892839,china s civil aviation recovers as daily flights increase the daily number of civil aviation flights reached 13 0,0.0
1834,CMO Odisha,668711,amidst covid19 pandemic the state level single window clearance authority has approved four investment proposals,-0.07142857142857142
1838,Open Letters,17161,sign police and i ll deliver a copy to your officials no 1 is from david to,0.0
1839,R “Ray” Wang 王瑞光 #MPH #DigitalGiants #Duopolies,127508,mypov the cost of livelihoods has far exceeded cost of lives we need an american approach the open too soon t,0.03333333333333333
1842,Jonah Blank,4137,true as has been obvious since february under cdcdirector redfield the cdcgov is not a credible source of in,0.04999999999999999
1847,ABP News,10172489,herd immunity to covid19 still a long way off can be sped up by vaccine who chief scientist soumya swaminathan,-0.05
1848,Michael Tatar WTOL,684,henry county health commissioner mark adams is urging people to combine social distancing with wearing masks as now,0.03333333333333333
1849,Calgary Transit,123527,ctriders your safety during covid19 is our priority that s why we ve been extra diligent in how we re cleaning a,0.0
1850,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1851,Mike Blanchfield,3626,experts urge feds to approve domestic covid19 vaccine funding amid china delays cdnpoli,0.0
1852,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
1853,The Times Of India,12978819,covid19 race for indian vaccine hots up human trials on in 6 cities phase i trials involve studying the safety,0.0
1854,Open Letters,17161,sign add covid 19 to medical cannabis list and i ll deliver a copy to your officials,0.0
1855,#IndiaFightsCorona,100255,indiafightscorona preventive measures in restaurants against covid19 generic measures specific arrange,0.0
1856,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
1862,99acres.com,68877,covid19 how has homebuyers behaviour changed in pre and post coronavirus era know from raman gupta director,0.0
1865,99acres.com,68877,covid19 know how to leverage coronavirus time to recover the realestate sector from harish sharma executive d,0.0
1867,Deccan Herald,57165,at a time when aiims has claimed that the covid19 curve was flattening in delhi cm arvindkejriwal has come out a,0.0
1869,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
1871,David Lat,97035,florio37 going well thanks i m not really running yet but i ve upped my walking i averaged 3 miles a day this,0.05
1872,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
1873,Zee News English,5212675,i amp b ministry recommends reopening of cinemas in august home ministry to decide covid19 coronavirus,0.0
1874,Mathrubhumi News,45163,people including keralites stranded in uzbekistan covid19,0.0
1875,Mathrubhumi News,45163,covid 19 spreads rapidly in south indian states covid19,0.0
1876,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1877,Rina Nakano,2562,some people are planning on going back to church this weekend inside according to the cagovernor and the,0.0
1882,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1884,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
1888,Mathrubhumi News,45163,carithas hospital develops inexpensive technology to install ventilators in critical patients during covid19,0.0
1889,𝚂𝚎á𝚗 𝙾’𝚂𝚑𝚎𝚊,12831,canadian football player for kansas city in nfl opts out of playing this season he explains why covid19,0.0
1890,Kirk Caldwell,14403,58 new cases of covid19 on o ahu today breaking the previous single day record set yesterday and we have hurrica,-0.03391053391053391
1895,CMO Andhra Pradesh,715031,andhra pradesh govt has taken further steps to reduce the mortality rate due to covid19 antiviral drugs such as r,-0.041666666666666664
1897,Lacy Clay MO1st,11837,extendui pass the heroesact now doyourjobmitch schedule a vote and help the millions of americans who need help,0.0
1899,Aaron Derfel,17511,5 there are outbreaks linked to five day camps in the mont r gie and a cluster to a ball hockey tournament in mira,0.0
1900,Aaron Derfel,17511,3 it was only on monday that public health authorities almost nonchalantly revealed three outbreaks linked to bars,0.0
1901,CGIAR,110439,cgiar s response to covid19 is underpinned by four key pillars of research that provide crucial insights into how,0.0
1903,Mathrubhumi News,45163,130 covid 19 cases through contact reported in kozhikode in last two days covid19,0.0
1905,Aaron Derfel,17511,1 a week after premier francoislegault said he d keep bars open despite covid19 outbreaks in some of them two m,0.0
1906,"Nadeen N. Faza, M.D.",4652,very well said dbelardomd it feels like we are going through three global pandemics at the same time all of them,0.06666666666666667
1908,Louise Starkey,204,a mother of a young boy spat at in a revolting attack in the middle of the coronavirus pandemic is urging parents t,0.05
1910,World Bank Poverty,34124,from africa to asia covid19 is hurting jobs as businesses struggle to cope with supply chain disruptions what ca,0.0
1919,National Law Review,33759,the rise of the dollar store huntonak retaillaw economicturmoil covid19 fooddesert,0.0
1921,8 News NOW,243124,marshals test positive at least five clark county court marshals have tested positive for covid19 according to i,0.051515151515151514
1925,Dr Janette Nesheiwat,9290,recent reports show a decline in routine pediatric immunizations due to the covid19 pandemic i ll discuss this an,-0.0625
1927,PIB India,2064022,highest single day recovery for the third consecutive day 34 602 covid patients discharged in last 24 hours cu,-0.023809523809523808
1928,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1931,IndiaSpend,57883,british epidemiologist paulgarnerwoof contracted covid19 in march gt 120 days later he continues to have fatigue,0.0
1935,IndiaToday,5281698,union health ministry has warned against wearing n95 mask as it is detrimental to measures adopted in fighting,0.0
1938,Cognizant,763497,60 of first round ppploan issuance came from banks with under 10b in assets a lifeline for small businesses du,-0.06666666666666667
1939,UNDP Philippines,12240,covid19 is reversing humandevelopment for the 1st time in 30 years since the concept was introduced by hdrundp,0.0
1942,Dr. Eliz Markowitz,8197,markowitz campaign amp texasaft hit back at govabbott s lack of leadership texans4e ftbenddems texashdcc,0.0
1945,The New Daily,22984,global coronavirus deaths have soared to an average of 5000 a day as the world experiences yet another peak in dail,-0.075
1947,ไทยรู้สู้โควิด,22152,global situation 25 july 2020 08 30 a m total confirmed 15 939 175 recovered 9 723 365 active cases 5,0.06666666666666668
1952,Ellen McNamara,4600,breaking laurentdtardif opting out of this nfl season the doctor and nfl lineman will continue taking care of,0.0
1957,"Rossana ""MaskUpIA/FaceShieldsForAll"" Rosa MD",1898,iowa total 40 960 new 451 the 1st covid19 death in ia was reported 4 months ago today since then 820 have die,0.06818181818181818
1958,Delaney Brey,1470,wow not even 24 hours later nfl covid19,0.05
1959,Beth Farnsworth Ward,2870,friday covid19 update from santa barbara co 133 new cases 5 179 total 4 565 recovered 85 patients hospitalized,0.06818181818181818
1961,City of Boston,326332,all bcyfcenters visitors must follow covid19 health regulations visitors will be screened before entry and face,0.0
1962,Eric Feigl-Ding,243351,breaking scotus victory for public health limits on church capacity supreme court just rejected a church s reques,0.0
1968,8News WRIC Richmond,101073,mel gibson has recovered after coronavirus hospitalization covid19,0.0
1969,Open Letters,17161,sign school re openings phase 1 and i ll deliver a copy to your officials no 175,0.0
1970,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1971,World Bank Gov,32703,infrastructure contractors in india are facing difficulties in fulfilling essential services due to covid19 he,-0.0625
1973,Dr. Dena Grayson,314262,the us has its 2nd highest number of new coronavirus cases 75k and gt 1 000 covid19 deaths 1 178 for the 4th,0.06818181818181818
1975,David Beard,60133,the white house facing the deaths of another 145 000 americans from covid19 on its watch tries to say the death,-0.05
1979,Gladstone Institutes,9339,bruce conklin doesn t think covid19 necessarily kills heart cells outright rather in the process of copying itse,0.0
1981,Erin Roney,183,though hair salons can move outside they are very limited to what services they can actually do under the new guid,0.010876623376623373
1982,Dr. Syra Madad,56549,in this post we discuss the specific challenges we faced in procuring equipment amp supplies the strategies we used,0.0
1983,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
1984,Jonah Blank,4137,during covid19 we all want to trust the cdcgov but under cdcdirector robertredfield the organization has be,0.0
1986,DZMM TeleRadyo,1398375,arianne merez joycebalancio andanar rest assured that the delivery of essential and timely information to the fi,0.0
1987,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
1988,New Straits Times,716348,nstleader covid19 vaccine development brings with it two issues one is the speed at which the vaccines are bein,0.0
1990,DZMM TeleRadyo,1398375,arianne merez joycebalancio andanar we are also fulfilling any assistance and support we can provide to our pers,0.0
1991,HTMumbai,35337,only 224 recovered covid19 patients donated plasma at 60 blood banks in maharashtra reports rupsachak,0.0
1993,Open Letters,17161,sign support the restaurant blueprint for revival and i ll deliver a copy to your officials,0.0
1994,DZMM TeleRadyo,1398375,arianne merez joycebalancio andanar especially the intensified contact tracing and testing as part of our d,0.0
1996,DZMM TeleRadyo,1398375,arianne merez joycebalancio andanar we would like to assure the family of those who have been infected by,0.0
1997,Open Letters,17161,i delivered life saving disability services at risk from steve a constituent in edina minn to amyklobuchar,0.0
1998,DZMM TeleRadyo,1398375,arianne merez joycebalancio andanar however i regret to confirm that as of 6 00 am today a total of ten 10,0.0
2001,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2002,The Real News,75608,there s been over 57 000 cases of covid19 within the prison system across america and 650 some deaths,0.0
2003,HTMumbai,35337,maharashtra covid19 toll crosses 13 000 tally now 357 117 reports faisalmushtaque,0.0
2004,Science Magazine,1747920,as the scientific enterprise rebuilds from the disruptions caused by the covid19 pandemic the graduate students a,0.0
2005,Mid Day,667392,ganeshchaturthi2020 bmc s dos and don ts for ganeshotsav at home ganeshchaturthi coronavirus coronaupdate,0.0
2008,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
2009,Open Letters,17161,i delivered this from ann a constituent in the villages fla to rondesantisfl sayfie flapol covid19,0.0
2010,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2011,Green Party of New Jersey,5560,no students in class until january yes one n j union leader says in urging big delay we,0.0
2012,David Beard,60133,the death certificate says the grandmother died of respiratory arrest resulting from covid19 her grandson stev,-0.05
2014,KDHE,15861,we don t say it enough thank you to our healthcareheroes in publichealth especially our friends in,0.0
2018,National Law Review,33759,the future of telehealth video mintz law healthcare covid19 telemedicine,0.0
2020,Michael Hinkelman,1047,shut it down start over do it right that s the only way we can bring covid19 to heel some 150 medical experts,0.03253968253968253
2021,Zee News English,5212675,herd immunity to covid 19 will take time says who chief scientist covid19 coronavirus,0.0
2023,Jaehwan Cho 조재환,47708,here s the overseas cases in s korea by countries 36 overseas cases from iraq 34 from russia 5 from philippines,0.0
2024,Richard Attias and Associates,8088,the cost of preventing future pandemics over the next decade by protecting wildlife and forests would equate to onl,0.0
2025,NEWS9,25598,bignews rajasthan health minister raghu sharma appeals to those who have recovered from covid19 to donate plasm,0.0
2028,Carlos del Rio,31540,georgia is in bad shape says chriscuomo gt 3 400 new covid19 cases day amp gt 160 000 total cases is it safe to,-0.015909090909090873
2030,Alia Blackburn,1243,covid19 starting monday holidayworld requires face coverings for entry,0.0
2031,FOX 7 Austin,130654,a section of the atxconventions has become the austin travis county alternate care site a covid19 overflow field,0.0
2032,WSMV News4 Nashville,265000,veteran owned coffee shop asks for help during pandemic tnnews covid19,0.0
2033,Open Letters,17161,sign stop trump troopers now and i ll deliver a copy to your officials no 1 is fro,0.0
2034,Jovana Lara,9399,rest in peace the lapd said officer valentin martinez was a hero who lost his life too early due to covid19 he l,-0.012499999999999997
2036,Ed Cara,2398,things are tough right now and will get tougher still in the months to come but people in even more desperate sit,-0.050793650793650794
2037,Jaehwan Cho 조재환,47708,breaking due to increasing number of coronavirus cases from overseas s korea now gets 113 daily confirmed cases,0.09166666666666667
2039,Armed Conflict Location & Event Data Project,22930,despite the mounting global death toll from covid19 the leaders of brazil and nicaragua continue to downplay th,0.0
2040,Brian Niznansky,3522,these numbers mean so much to huge decisions being made that effect all of our lives covid19,0.04375000000000004
2041,Dr.Krutika Kuppalli,15510,check out my interview w nbcbayarea where i discussed the open letter by uspirg spearheaded by matthewwell call,0.0
2045,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2046,Global Health Strategies,87240,in this week s exemplarshealth webinar csisafrica senior associate zain verjee asked who chief scientist,0.0
2047,Sputnik,326092,opinion expert urges us government to step in with resources as california tops covid19 case charts,0.0
2049,Travel - State Dept,649445,from 9 00 21 00 et on 7 24 we published covid19 related health alerts for bosnia amp herzegovina croatia kyrgyzs,0.0
2050,"People's Daily, China",7114493,on friday the chinese mainland reported no new covid19 deaths 34 new cases 5 imported cases and 29 domest,0.022727272727272724
2051,Kim Kuizon FOX 13,4799,manatee county congressional staffer dies from covid 19 fox13news vernbuchanan manatee sarasota covid19,0.0
2052,Green Party of New Jersey,5560,trump back in n j arrives at his golf club for 2nd time this year are the staff all testi,0.0
2054,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2055,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2058,United Nations,12748315,we don t even have a vaccine for covid19 yet but we already have tens of thousands of anti vaccine messages abou,0.0
2060,Jay O'Brien,980,florida unemployment benefits paid with money from the state of florida gt 2 556 812 089 paid with money fro,0.0
2062,Jose de Jesus Ortiz,12932,all astros amp mariners players amp staff stood during lylelovett s virtual performance of the national anthem a fe,0.0
2063,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2064,Open Letters,17161,i delivered anarchy from angela a constituent in bettendorf iowa to senjoniernst chuckgrassley and,0.0
2065,Sputnik,326092,us congressional staff member dies of covid19,0.0
2067,World Bank,3357900,are you between 18 35 y o how has your life been under covid19 in 2min video tell us about yourself pandemic s,0.0
2069,World Bank Live,137868,are you between 18 35 y o how has your life been under covid19 in 2min video tell us about yourself pandemic s,0.0
2071,Alexandra Halaby🇵🇸,20386,israeli supreme court rules palestinian prisoners have no right to social distancing protection against covid19,-0.05476190476190476
2074,FDD,40105,as the world endures the ravages of covid19 it also finds itself confronting an increasingly hostile china bent,0.0
2075,KATV News,162436,one school nurse in arkansas says she feels empowered as covid19 safety plans develop,0.0
2077,Our Revolution,145811,the cliff is here and americans are suffering covid19 housingforall,0.0
2079,AMA,731481,covid19 has impacted residency training in numerous ways for programs looking for alternative options our gme c,0.0
2080,ADM Brett P. Giroir,38955,considering resuming some of your daily activities while protecting yourself and others from covid19 to help you,0.0
2081,Spiros Margaris,100849,here s why ai didn t save us from covid19 fintech insurtech healthcare,0.0
2082,UNDP Afghanistan,42163,7 out of workers in developing countries depend on the informal sector temporarybasicincome can protect lives,0.0
2083,Dr Janette Nesheiwat,9291,the cdc has released new school guidelines amp says covid19 risk for kids is low i discussed this on foxnews,0.06818181818181818
2085,Hindustan Times,7647812,covid19 warriors invited to muted independence day celebration reports neerajwriting,0.0
2087,Hindustan Times,7647812,covid19 in the month since june 24 india has added 63 of its total cases 1 28 million on thursday night it,0.0
2088,Carly Weeks,19973,we have been hearing warnings from health officials for days weeks about complacency and risks of covid19 fatigue,0.0
2089,Carly Weeks,19973,at least 13 people who attended a calgary canada day bbq have tested positive for covid19 this story is an excell,-0.03636363636363636
2090,Khaleej Times,565078,obesity increases risks of death from coronavirus covid19 phe uk,0.0
2094,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
2095,Open Letters,17161,i delivered this from avry a verified voter in tujunga calif to senfeinstein senkamalaharris and,0.0
2097,Placer County,6290,with testing capacity strained statewide public health is recommending for now that you should only seek testing i,0.0
2098,DAZN USA,187240,cleaning the ring covid19,0.0
2102,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2104,TheCable,534188,n1m on a covid 19 patient profakinabayomi was misunderstood says followlasg via thecableng covid19,0.0
2105,WSMV News4 Nashville,265000,bbb says beware of scammers posing as contact tracers tnnews covid19 crime,0.0
2108,TheCable,534188,n1m on a covid 19 patient abayomi was misunderstood says lagos via thecableng covid19,0.0
2110,Taylor Dobbs,6864,how did uvmvermont incur all of the costs related to running a 12 000 student campus while failing to meet the bas,0.0
2111,TRT World Now,88469,mexico reports 7 573 covid19 cases bringing the total cases to 378 285 while the latin american country has 737 f,0.0
2112,"DR.PAUL Roumeliotis, MD,MPH",3777,here is a video created and produced by eohu tweet on how to use a reusable cloth face mask in english,0.0
2113,Gauteng Health,64240,lebogangvilla citytshwane tmpdsafety hi lebogangvilla we appreciate your service take care your actio,0.0
2117,ABS-CBN News,7015176,adding motorcycle barriers may compromise the safety of its riders and does not even guarantee protection against t,0.0
2118,Renaud Meyer,10125,read how undpthailand is partnering with ministry of social development amp the hairdressers associations of,0.03333333333333333
2119,Niko Clemmons 13News Now,3023,pricefordel95 this isn t just a hampton roads issue the petition asks to show support in families receiving,0.0
2121,Randi Weingarten,105645,republicans have been dithering for months while america s crisis deepens thank you speakerpelosi amp senschumer,0.0
2123,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
2124,Open Letters,17161,i delivered home community based services must continue from briana a verified voter in columbia md to,0.0
2125,Global Regina,55788,watch a sask author says hutterites are being discriminated against as covid19 spreads through some of the provi,0.0
2129,Open Letters,17161,i delivered protect democracy stop abuse on protestors from daniella a verified voter in cincinnati ohio,0.0
2131,TRT World Now,88469,covid19 has now infected over 15 million people worldwide follow this thread to stay updated on all coronavirus r,0.0
2132,Sigma Gamma Rho,13670,we stand w cityofatlanta mayor keishabottoms in her effort to protect her citizens by asking residents to wear,0.0
2133,Global Saskatoon,39052,watch a sask author says hutterites are being discriminated against as covid19 spreads through some of the provi,0.0
2134,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
2135,Charles Gaba,39998,welp by sunday night not only will new york no longer have the highest official rate of covid19 infection in the,0.06818181818181818
2136,Global Okanagan,21447,getting a covid19 swab can be anxiety inducing enough now imagine you re a five year old child,0.05
2137,CKNW,103074,getting a covid19 swab can be anxiety inducing enough now imagine you re a five year old child,0.05
2138,Global BC,355570,getting a covid19 swab can be anxiety inducing enough now imagine you re a five year old child,0.05
2140,WHO Timor-Leste,9715,as shops restaurants outdoor and indoor events places of worship begin to open for the public again it is,0.0
2141,Open Letters,17161,sign covid 19 data and i ll deliver a copy to your officials no 1 809 is from cath,0.0
2142,IndiaSpend,57883,covid19 is weirder than any disease i have ever come across lasts longer than any disease i have had says brit,0.0
2144,André Picard,110292,haida gwaii has covid19 outbreak with 13 cases tensions grow between indigenous groups and fishing lodges via,0.0
2145,Senator Pat Bates,4694,need info on what you need to do to obtain renew driver s license amp id cards in california during covid19 the,0.0
2147,Spiros Margaris,100849,the uk fintech revolut raises 80m despite pandemic fallout finserv nicholasmegaw,0.0
2148,André Picard,110292,the italian scientist who challenged the who guidelines and spared a town from the pandemic by ereguly via,0.0
2152,ABS-CBN News,7015177,bolsonaro s poll numbers rise in brazil despite covid19 crisis,0.0
2156,Mayo Clinic,2023894,what is herdimmunity and will it work against the coronavirus read what researchers are saying via 12news,0.0
2159,Kristalina Georgieva,205421,a pleasure to meet japanembdc ambassador sugiyama last night and have the chance to thank him for japan s generou,0.0
2160,Vin Gupta “😷!” MD,13129,this is what a point of care test for covid19 looks like our government should be helping companies mass produc,0.0
2162,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2166,ABC7 News,553262,should california shut down again state sen steve glazer believes another shelter in place is the only way to sto,-0.07777777777777779
2168,BC Hydro,88021,we ve found that the use of public ev charging stations has rebounded since covid19 restrictions were eased neari,0.0
2169,Paul Eagle MP 🦅,2497,i thought i d get the covid19 baking skills back out and throw together a surprise for the boss jacindaardern r,0.0
2171,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
2172,Amanda Agati,1180,tough earnings day for intc and odds are your large cap exposure had some because its classified every which way,-0.08730158730158731
2173,Josh Sabarra,45798,coro no you don t keep six feet away joshsabarra coronoyoudont friday tgif weekend coronavirus covid19,0.0
2174,The Asia Foundation,26756,the digital economy can be a lifeline for workers amp small businesses as they struggle w covid19 amp the future of w,-0.08333333333333333
2175,Matthew Halliday 메튜,2414,shrinivas pv lizkmiller karenmangia disruptvshow valaafshar rwang0 no way she will ever crack the code before covid19 is done,0.0
2179,Lethbridge Herald,16616,hutterite leader says covid 19 outbreaks leading to stigmatization yql covid19,0.0
2182,ABC7 Eyewitness News,1137870,watch live mayor eric garcetti provides update on covid19 response after new protections announced for essential,0.0909090909090909
2184,Mike Blanchfield,3626,digging for hope in the covid19 endgame i found this health experts ask ottawa to make a decision on funding vac,0.0
2189,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
2190,Jennifer Nazha,336,this is baseball in 2020 cubs mlb openingday covid19 cubs watchmarquee arizzo44,0.0
2191,Carlos Gil 📙,45444,i m grateful for colleagues who recognize that covid19 has forced me to pivot and have supported my new venture,-0.08181818181818185
2192,Open Letters,17161,sign extend unemployment benefits and i ll deliver a copy to your officials no 1 i,0.0
2193,All India Radio News,2480385,banks financial institutions working to reduce finalcial stress due to covid19 rbi governor,-0.0625
2194,Marathon Petroleum,7831,if you have a few minutes watch this video from our team in los angeles always supporting the community at every t,0.024999999999999994
2195,KTVU,467778,wearing a mask actually results in milder disease if you do get covid19 according to a forthcoming article co aut,0.0
2200,WSU Pullman,43796,here s a recap of today s covid19 town hall please read for updates and info links the,0.0
2203,Texas Medical Association,27303,be informed know your next steps after covid19 exposure you can download a high res version of this chart here,0.08
2204,Mary Gauthier,11707,caresact was a lifeline for the music community but congress must fix disparities in the next covid19 relief bil,0.0
2205,ChantelleBellrichard,7337,covid 19 outbreak in haida gwaii grows to 13 cases bcpoli covid19,0.0
2206,City of Pasadena,33612,need help paying your rent our rental assistance program provides grants for up to 3 months worth of past due ren,-0.025000000000000005
2207,MedPage Today,69684,as the u s reconsiders how to open schools it doesn t help that data on covid19 in kids is all over the map her,0.0
2209,Melissa Egan,2770,we are really stretched in terms of icu beds staff you know manpower i asked dr dany bahdouch icu dire,-0.05
2210,CPA Australia,35575,our external reporting centre of excellence members reflect on the impact of covid 19 on the way audits are being c,0.0
2212,Stuart Leavenworth,6185,read this thread in which skarlamangla detangles the numbers everyone in la should care about covid19,0.0
2213,Microsoft Asia,15340,what essential traits should every business have amid covid19 four industry leaders share key lessons for the,0.0
2214,Dr. Ali Khan,12123,hard to miss the line that robots don t get covid19 in this story highlight that the star of a new 70 million sci,-0.07765151515151517
2215,Open Letters,17161,sign protect all people from covid 19 and i ll deliver a copy to your officials no,0.0
2216,DBusiness Magazine,19371,brands that used technology including ai to transfer the in store experience online have reaped the rewards of cu,0.0
2221,Arab News,285829,a chaotic market has sprung up for facemasks in pakistan as covid19 spreads across the country,0.0
2222,UN Development,1539498,digitalmarketing is an invaluable skillset for anyone working in globaldev public policy or government workers,0.0
2223,CEIBS,5139,as covid19 continues to accelerate the transformation of business what capabilities will companies need to master,0.0
2224,FOX 7 Austin,130654,if there s minimal or moderate covid19 spread it recommends social distancing masks and increased sanitation in,-0.022222222222222227
2225,KVUE News,216934,contact tracing continues to be a challenge for austin public health austin covid19 coronavirus contacttracing,0.0
2226,Bhekisisa,14361,this country has recorded 299 cases of sgbv across five states since the covid19 lockdown began in march find ou,0.0
2228,41 Action News,157933,when you choose to live in a community you have an obligation to other people in the community jason green,-0.06287878787878788
2229,AMA,731482,ourama looks into how health care leaders can bring diversity inclusion and equity to their organizations during,0.0
2233,KTVO Television,9109,a springfield missouri woman is suing the city over its decision to require face coverings saying the health of,0.0
2234,NSW Health,57146,heading to the shops work or away for the weekend take hand sanitiser tissues amp antibacterial wipes with you w,0.0
2235,FOX 5 Atlanta,630617,coronavirusandtheclassroom wednesday at 7p covid19 fox5atl,0.0
2240,Rocket Lawyer,13928,as a result of covid19 the federal government enacted a temporary eviction moratorium to provide relief for,0.0
2242,City of Miami Beach,107650,city of miami beach extends state of emergency declaration through wednesday july 29 covid19,0.0
2243,Brennan antisocial Leffler,1439,don t make it any more complicated than it needs to be folks covid19 wearadamnmask,0.0
2249,Dr. Lipi #TrustDrFauci Roy,12485,always honored to speak w nicolledwallace about critical covid19 health issues in the midst of infections,0.0
2250,Salil Shetty,22539,yes we messed up the economy covid19 relationships with all our neighbours migrantlabour we will distract yo,0.0
2251,NCDC,1125251,did you know the virus that causes covid19 can live on surfaces for several hours limit or avoid sharing pers,0.06818181818181818
2253,ANI UP,396695,balia uttar pradesh chief minister yogi adityanath visits the district hospital to check preparations amid,0.0
2254,FAO Knowledge,151902,2020 edition of the oecd fao agricultural outlook is out the report provides market projections for major agr,0.0625
2255,Juliette Touma,5616,virus adds to deep despair felt by war weary young arabs from ap zkaram young covid19,0.06666666666666667
2256,Nader Itayim | ‌‌نادر ایتیّم,6458,icymi kuwait will move to phase three of its five phase plan to return to normalcy on tuesday despite the n,0.0
2259,SADAG,20097,join us next tuesday as ronaldabvajee will be in conversation with thesadag operations manager vanishaa gordhan amp,0.0
2260,Imperial College,125982,3d printed covid19 facemasks imperiallates returning and going digital for all of this week and mapping rac,0.0
2263,Hindustan Times,7649600,president kovind donates rs 20 lakh to army hospital to buy equipment to combat covid19,0.0
2264,WION,234126,take a look at india s daily caseload trajectory and the number of coronavirus fatalities coronavirus covid19,0.0
2265,HT Delhi,16823,at present there are 11 904 active covid19 cases in delhi,-0.06666666666666667
2268,ABS-CBN News Channel,4997959,vp robredo says gov t covid19 efforts lack manager,0.0
2270,Gauteng Health,64269,mimincobo hi mimincobo no it s not finished your actions can save lives playyourpart in stopping the spread,0.0
2271,IndiaToday,5281533,the ground breaking ceremony for the ram temple construction in ayodhya can be conducted through video conference i,0.0
2272,RTA,1072976,the move is part of rta s continued efforts to enhance the implementation of precautionary measures taken to curb the spread of covid19,0.0
2273,Deccan Herald,57176,covid19 the us leads the count with 4 1 million followed by 2 3 million in brazil and 1 3 million in india,0.0
2274,Patrick Henningsen,47896,coronavirus masks the numbers simply do not add up nor does the the level of hysteria in relation to the actua,0.0
2277,Islam Channel,66439,a group of muslim women made up of lawyers teachers and health professionals in victoria stepped up to help the co,0.0
2278,Gulf News,1142643,saudis can return home from uae bahrain kuwait jordan without prior permission will be subject to health checks,-0.08333333333333333
2279,Apurv Nagpal,7446,will this sentiment change during after the pandemic dilbert humor economics jobs salary work,0.0
2280,UN Women Europe & CIS,20389,fourth year pharmacy student danijela grbi uses helping people to overcome fear during covid19 thankyouheroines,0.0
2281,ORF,73886,indian health system is repurposed to capture the spread contain the infections amp treat cases often at the cost o,0.0
2283,Martin McKee,27045,devisridhar our thoughts on populist leaders amp covid19,0.0
2285,NBS Television,614970,how can africa take advantage of the opportunity offered by the covid19 pandemic to resuscitate the minerals secto,0.0
2289,Gulf Today,41062,covid19 models display colourful face masks in a fashion show in south korea,0.0
2290,Global Times,1888356,the number of existing covid19 cases in xinjiang northwestern china was 137 as of saturday with 135 in urumqi,0.0
2291,Hindustan Times,7649601,russia reports 5 765 new covid19 cases in past 24 hours the nationwide tally of infections has risen to 812 485,-0.05681818181818182
